system   D            wsystem.c:721  maybe_parent_dir                 [   0.00000] Also searching C:\Users\dberry\Source\Repos\paraDroid\x64\
opengl   D         extensions.c:302  load_extension                   [   3.34532] glActiveProgramEXT successfully loaded (00000000716287F0)
opengl   D         extensions.c:302  load_extension                   [   3.34533] glCreateShaderProgramEXT successfully loaded (00000000716360B0)
opengl   D         extensions.c:302  load_extension                   [   3.34535] glMakeBufferResidentNV successfully loaded (00000000716500F0)
opengl   D         extensions.c:302  load_extension                   [   3.34536] glMakeBufferNonResidentNV successfully loaded (0000000071650070)
opengl   D         extensions.c:302  load_extension                   [   3.34537] glIsBufferResidentNV successfully loaded (000000007164D6F0)
opengl   D         extensions.c:302  load_extension                   [   3.34539] glMakeNamedBufferResidentNV successfully loaded (00000000716503F0)
opengl   D         extensions.c:302  load_extension                   [   3.34540] glMakeNamedBufferNonResidentNV successfully loaded (0000000071650370)
opengl   D         extensions.c:302  load_extension                   [   3.34541] glIsNamedBufferResidentNV successfully loaded (000000007164DE70)
opengl   D         extensions.c:302  load_extension                   [   3.34543] glGetBufferParameterui64vNV successfully loaded (0000000071640370)
opengl   D         extensions.c:302  load_extension                   [   3.34544] glGetNamedBufferParameterui64vNV successfully loaded (0000000071643AF0)
opengl   D         extensions.c:302  load_extension                   [   3.34545] glGetIntegerui64vNV successfully loaded (0000000071642970)
opengl   D         extensions.c:302  load_extension                   [   3.34547] glUniformui64NV successfully loaded (00000000716759B0)
opengl   D         extensions.c:302  load_extension                   [   3.34548] glUniformui64vNV successfully loaded (0000000071675A30)
opengl   D         extensions.c:302  load_extension                   [   3.34549] glGetUniformui64vNV successfully loaded (0000000071649AF0)
opengl   D         extensions.c:302  load_extension                   [   3.34551] glProgramUniformui64NV successfully loaded (0000000071663530)
opengl   D         extensions.c:302  load_extension                   [   3.34552] glProgramUniformui64vNV successfully loaded (00000000716635B0)
opengl   D         extensions.c:302  load_extension                   [   3.34554] glBufferAddressRangeNV successfully loaded (000000007162C9B0)
opengl   D         extensions.c:302  load_extension                   [   3.34555] glVertexFormatNV successfully loaded (0000000071681C30)
opengl   D         extensions.c:302  load_extension                   [   3.34556] glNormalFormatNV successfully loaded (0000000071659DB0)
opengl   D         extensions.c:302  load_extension                   [   3.34558] glColorFormatNV successfully loaded (00000000716325B0)
opengl   D         extensions.c:302  load_extension                   [   3.34559] glIndexFormatNV successfully loaded (000000007164C970)
opengl   D         extensions.c:302  load_extension                   [   3.34560] glTexCoordFormatNV successfully loaded (000000007166DEB0)
opengl   D         extensions.c:302  load_extension                   [   3.34562] glEdgeFlagFormatNV successfully loaded (000000007163ADB0)
opengl   D         extensions.c:302  load_extension                   [   3.34563] glSecondaryColorFormatNV successfully loaded (0000000071667AB0)
opengl   D         extensions.c:302  load_extension                   [   3.34564] glFogCoordFormatNV successfully loaded (000000007163CE70)
opengl   D         extensions.c:302  load_extension                   [   3.34566] glVertexAttribFormatNV successfully loaded (000000007167E430)
opengl   D         extensions.c:302  load_extension                   [   3.34567] glVertexAttribIFormatNV successfully loaded (000000007167F930)
opengl   D         extensions.c:302  load_extension                   [   3.34568] glGetIntegerui64i_vNV successfully loaded (00000000716428F0)
opengl   D         extensions.c:302  load_extension                   [   3.34570] glTextureBarrierNV successfully loaded (00000000716700B0)
opengl   D         extensions.c:302  load_extension                   [   3.34571] wglCreateBufferRegionARB successfully loaded (00000000717AEF20)
opengl   D         extensions.c:302  load_extension                   [   3.34573] wglDeleteBufferRegionARB successfully loaded (00000000717AFD90)
opengl   D         extensions.c:302  load_extension                   [   3.34574] wglSaveBufferRegionARB successfully loaded (00000000717B2390)
opengl   D         extensions.c:302  load_extension                   [   3.34575] wglRestoreBufferRegionARB successfully loaded (00000000717B2280)
opengl   D         extensions.c:302  load_extension                   [   3.34577] wglGetExtensionsStringARB successfully loaded (00000000717B0AC0)
opengl   D         extensions.c:302  load_extension                   [   3.34578] wglGetPixelFormatAttribivARB successfully loaded (00000000717B1050)
opengl   D         extensions.c:302  load_extension                   [   3.34579] wglGetPixelFormatAttribfvARB successfully loaded (00000000717B0F50)
opengl   D         extensions.c:302  load_extension                   [   3.34581] wglChoosePixelFormatARB successfully loaded (00000000717AEA40)
opengl   D         extensions.c:302  load_extension                   [   3.34582] wglMakeContextCurrentARB successfully loaded (00000000717B1680)
opengl   D         extensions.c:302  load_extension                   [   3.34583] wglGetCurrentReadDCARB successfully loaded (00000000717B0A20)
opengl   D         extensions.c:302  load_extension                   [   3.34585] wglCreatePbufferARB successfully loaded (00000000717AF000)
opengl   D         extensions.c:302  load_extension                   [   3.34586] wglGetPbufferDCARB successfully loaded (00000000717B0F00)
opengl   D         extensions.c:302  load_extension                   [   3.34587] wglReleasePbufferDCARB successfully loaded (00000000717B1EA0)
opengl   D         extensions.c:302  load_extension                   [   3.34589] wglDestroyPbufferARB successfully loaded (00000000717AFED0)
opengl   D         extensions.c:302  load_extension                   [   3.34590] wglQueryPbufferARB successfully loaded (00000000717B1B90)
opengl   D         extensions.c:302  load_extension                   [   3.34591] wglBindTexImageARB successfully loaded (00000000717AE5C0)
opengl   D         extensions.c:302  load_extension                   [   3.34593] wglReleaseTexImageARB successfully loaded (00000000717B1F00)
opengl   D         extensions.c:302  load_extension                   [   3.34594] wglSetPbufferAttribARB successfully loaded (00000000717B2560)
opengl   D         extensions.c:302  load_extension                   [   3.34596] wglCreateContextAttribsARB successfully loaded (00000000717AEFF0)
opengl   D         extensions.c:302  load_extension                   [   3.34598] wglGetExtensionsStringEXT successfully loaded (00000000717B0B60)
opengl   D         extensions.c:302  load_extension                   [   3.34601] wglSwapIntervalEXT successfully loaded (00000000717B2620)
opengl   D         extensions.c:302  load_extension                   [   3.34602] wglGetSwapIntervalEXT successfully loaded (00000000717B1150)
opengl   D         extensions.c:302  load_extension                   [   3.34603] wglAllocateMemoryNV successfully loaded (00000000717AE420)
opengl   D         extensions.c:302  load_extension                   [   3.34605] wglFreeMemoryNV successfully loaded (00000000717B0680)
opengl   D         extensions.c:302  load_extension                   [   3.34611] wglGetVideoDeviceNV successfully loaded (00000000717B11F0)
opengl   D         extensions.c:302  load_extension                   [   3.34612] wglReleaseVideoDeviceNV successfully loaded (00000000717B2080)
opengl   D         extensions.c:302  load_extension                   [   3.34614] wglBindVideoImageNV successfully loaded (00000000717AE820)
opengl   D         extensions.c:302  load_extension                   [   3.34615] wglReleaseVideoImageNV successfully loaded (00000000717B2120)
opengl   D         extensions.c:302  load_extension                   [   3.34616] wglSendPbufferToVideoNV successfully loaded (00000000717B2480)
opengl   D         extensions.c:302  load_extension                   [   3.34618] wglGetVideoInfoNV successfully loaded (00000000717B12C0)
opengl   I         extensions.c:850  _al_ogl_manage_extensions        [   3.34840] Packed Pixels formats available
opengl   I         extensions.c:897  _al_ogl_manage_extensions        [   3.34843] Use of non-power-of-two textures enabled.
opengl   I         extensions.c:913  _al_ogl_manage_extensions        [   3.34844] Use of FBO to draw to textures enabled.
opengl   D        ogl_display.c:200  _al_ogl_create_backbuffer        [   3.34879] Creating backbuffer
display  I        ogl_display.c:222  _al_ogl_create_backbuffer        [   3.34881] Deduced format XRGB_8888 for backbuffer.
opengl   D        ogl_display.c:231  _al_ogl_create_backbuffer        [   3.34882] Creating backbuffer bitmap
display  I        ogl_display.c:250  _al_ogl_create_backbuffer        [   3.34933] Created backbuffer bitmap (actual format: XRGB_8888)
display  I           wgl_disp.c:1059 wgl_create_display               [   3.34937] OpenGL Version: 4.5.0 NVIDIA 382.05
display  I           wgl_disp.c:1060 wgl_create_display               [   3.34941] Vendor: NVIDIA Corporation
display  I           wgl_disp.c:1061 wgl_create_display               [   3.34946] Renderer: GeForce GTX 1070/PCIe/SSE2

dtor     D               dtor.c:196  _al_register_destructor          [   3.35219] added dtor for bitmap 000002411C6749E0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.38872] added dtor for bitmap 000002411BC5B630, func 00007FFD15C21F78
opengl   D         ogl_bitmap.c:410  ogl_upload_bitmap                [   3.39176] Created new OpenGL texture 1 (289x91, format ARGB_8888)
dtor     D               dtor.c:196  _al_register_destructor          [   3.39389] added dtor for bitmap 000002411BC66280, func 00007FFD15C21F78
opengl   D           ogl_lock.c:156  _al_ogl_lock_region_new          [   3.39397] Locking non-backbuffer WRITEONLY
opengl   D           ogl_lock.c:487  ogl_unlock_region_non_readonly   [   3.39407] Unlocking non-backbuffer (non-FBO)
opengl   D           ogl_lock.c:661  ogl_unlock_region_nonbb_nonfbo   [   3.39408] Unlocking non-backbuffer non-FBO WRITEONLY
dtor     D               dtor.c:196  _al_register_destructor          [   3.39498] added dtor for sub_bitmap 000002411C7EF420, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39500] added dtor for sub_bitmap 000002411C6DD270, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39501] added dtor for sub_bitmap 000002411C6DD5F0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39502] added dtor for sub_bitmap 000002411C6DD430, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39503] added dtor for sub_bitmap 000002411C6DD7B0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39505] added dtor for sub_bitmap 000002411C6DD970, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39506] added dtor for sub_bitmap 000002411C6DDB30, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39508] added dtor for sub_bitmap 000002411C6DDCF0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39509] added dtor for sub_bitmap 000002411C6DD0B0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39510] added dtor for sub_bitmap 000002411C813390, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39512] added dtor for sub_bitmap 000002411C812E50, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39513] added dtor for sub_bitmap 000002411C8146D0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39514] added dtor for sub_bitmap 000002411C813010, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39515] added dtor for sub_bitmap 000002411C814A50, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39517] added dtor for sub_bitmap 000002411C813C50, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39518] added dtor for sub_bitmap 000002411C814510, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39519] added dtor for sub_bitmap 000002411C812C90, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39520] added dtor for sub_bitmap 000002411C814890, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39522] added dtor for sub_bitmap 000002411C8131D0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39523] added dtor for sub_bitmap 000002411C813550, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39524] added dtor for sub_bitmap 000002411C814190, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39526] added dtor for sub_bitmap 000002411C813710, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39527] added dtor for sub_bitmap 000002411C813A90, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39528] added dtor for sub_bitmap 000002411C813E10, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39529] added dtor for sub_bitmap 000002411C814350, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39531] added dtor for sub_bitmap 000002411C8138D0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39532] added dtor for sub_bitmap 000002411C813FD0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39534] added dtor for sub_bitmap 000002411C6442F0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39535] added dtor for sub_bitmap 000002411C643A30, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39536] added dtor for sub_bitmap 000002411C642FB0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39537] added dtor for sub_bitmap 000002411C6426F0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39539] added dtor for sub_bitmap 000002411C642A70, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39541] added dtor for sub_bitmap 000002411C643F70, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39542] added dtor for sub_bitmap 000002411C643170, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39543] added dtor for sub_bitmap 000002411C6444B0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39545] added dtor for sub_bitmap 000002411C644130, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39546] added dtor for sub_bitmap 000002411C643DB0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39547] added dtor for sub_bitmap 000002411C643870, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39549] added dtor for sub_bitmap 000002411C643330, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39550] added dtor for sub_bitmap 000002411C6436B0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39551] added dtor for sub_bitmap 000002411C642DF0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39553] added dtor for sub_bitmap 000002411C642C30, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39554] added dtor for sub_bitmap 000002411C6434F0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39555] added dtor for sub_bitmap 000002411C643BF0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39557] added dtor for sub_bitmap 000002411C6428B0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39558] added dtor for sub_bitmap 000002411C645A40, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39559] added dtor for sub_bitmap 000002411C6464C0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39561] added dtor for sub_bitmap 000002411C646140, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39562] added dtor for sub_bitmap 000002411C6456C0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39563] added dtor for sub_bitmap 000002411C644700, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39565] added dtor for sub_bitmap 000002411C6448C0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39566] added dtor for sub_bitmap 000002411C644C40, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39567] added dtor for sub_bitmap 000002411C645500, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39569] added dtor for sub_bitmap 000002411C645880, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39570] added dtor for sub_bitmap 000002411C646300, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39571] added dtor for sub_bitmap 000002411C644A80, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39573] added dtor for sub_bitmap 000002411C644FC0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39574] added dtor for sub_bitmap 000002411C644E00, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39575] added dtor for sub_bitmap 000002411C645180, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39577] added dtor for sub_bitmap 000002411C645F80, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39578] added dtor for sub_bitmap 000002411C645DC0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39580] added dtor for sub_bitmap 000002411C645340, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39581] added dtor for sub_bitmap 000002411C645C00, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39584] added dtor for sub_bitmap 000002411C647DD0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39586] added dtor for sub_bitmap 000002411C647F90, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39587] added dtor for sub_bitmap 000002411C648310, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39589] added dtor for sub_bitmap 000002411C6484D0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39590] added dtor for sub_bitmap 000002411C6468D0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39591] added dtor for sub_bitmap 000002411C646C50, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39593] added dtor for sub_bitmap 000002411C647190, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39594] added dtor for sub_bitmap 000002411C646710, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39596] added dtor for sub_bitmap 000002411C646A90, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39598] added dtor for sub_bitmap 000002411C646E10, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39600] added dtor for sub_bitmap 000002411C646FD0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39601] added dtor for sub_bitmap 000002411C647350, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39603] added dtor for sub_bitmap 000002411C647510, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39604] added dtor for sub_bitmap 000002411C648150, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39605] added dtor for sub_bitmap 000002411C6476D0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39607] added dtor for sub_bitmap 000002411C647A50, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39608] added dtor for sub_bitmap 000002411C647890, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39609] added dtor for sub_bitmap 000002411C647C10, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39611] added dtor for sub_bitmap 000002411C651DF0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39612] added dtor for sub_bitmap 000002411C6518B0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39614] added dtor for sub_bitmap 000002411C6511B0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39615] added dtor for sub_bitmap 000002411C650E30, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39616] added dtor for sub_bitmap 000002411C652330, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39618] added dtor for sub_bitmap 000002411C6524F0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39619] added dtor for sub_bitmap 000002411C650730, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39621] added dtor for sub_bitmap 000002411C651FB0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39622] added dtor for sub_bitmap 000002411C651370, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39623] added dtor for sub_bitmap 000002411C650FF0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39625] added dtor for sub_bitmap 000002411C651530, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39626] added dtor for sub_bitmap 000002411C650AB0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39628] added dtor for sub_bitmap 000002411C6508F0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39629] added dtor for sub_bitmap 000002411C6516F0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39630] added dtor for sub_bitmap 000002411C650C70, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39632] added dtor for sub_bitmap 000002411C651A70, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39634] added dtor for sub_bitmap 000002411C651C30, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39635] added dtor for sub_bitmap 000002411C652170, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39637] added dtor for sub_bitmap 000002411C653C40, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39638] added dtor for sub_bitmap 000002411C653FC0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39640] added dtor for sub_bitmap 000002411C6531C0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39641] added dtor for sub_bitmap 000002411C654180, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39642] added dtor for sub_bitmap 000002411C652900, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39644] added dtor for sub_bitmap 000002411C652AC0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39645] added dtor for sub_bitmap 000002411C653380, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39646] added dtor for sub_bitmap 000002411C654340, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39650] added dtor for sub_bitmap 000002411C653700, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39655] added dtor for sub_bitmap 000002411C652740, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39656] added dtor for sub_bitmap 000002411C652C80, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39659] added dtor for sub_bitmap 000002411C653540, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39660] added dtor for sub_bitmap 000002411C654500, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39662] added dtor for sub_bitmap 000002411C652E40, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39663] added dtor for sub_bitmap 000002411C653E00, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39664] added dtor for sub_bitmap 000002411C653000, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39666] added dtor for sub_bitmap 000002411C6538C0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39667] added dtor for sub_bitmap 000002411C653A80, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39669] added dtor for sub_bitmap 000002411C654E50, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39671] added dtor for sub_bitmap 000002411C655710, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39672] added dtor for sub_bitmap 000002411C6551D0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39673] added dtor for sub_bitmap 000002411C655550, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39675] added dtor for sub_bitmap 000002411C654C90, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39676] added dtor for sub_bitmap 000002411C654AD0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39678] added dtor for sub_bitmap 000002411C655390, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39679] added dtor for sub_bitmap 000002411C655010, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39680] added dtor for sub_bitmap 000002411C655A90, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39682] added dtor for sub_bitmap 000002411C6558D0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39683] added dtor for sub_bitmap 000002411C655C50, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39685] added dtor for sub_bitmap 000002411C655E10, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39687] added dtor for sub_bitmap 000002411C655FD0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39688] added dtor for sub_bitmap 000002411C656190, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39690] added dtor for sub_bitmap 000002411C656350, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39691] added dtor for sub_bitmap 000002411C656510, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39692] added dtor for sub_bitmap 000002411C654910, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39694] added dtor for sub_bitmap 000002411C654750, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39697] added dtor for sub_bitmap 000002411D4C0BE0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39700] added dtor for sub_bitmap 000002411D4C0DA0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39701] added dtor for sub_bitmap 000002411D4C1120, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39704] added dtor for sub_bitmap 000002411D4C0F60, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39707] added dtor for sub_bitmap 000002411D4C12E0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39709] added dtor for sub_bitmap 000002411D4C20E0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39710] added dtor for sub_bitmap 000002411D4C1F20, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39712] added dtor for sub_bitmap 000002411D4C14A0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39713] added dtor for sub_bitmap 000002411D4C2460, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39715] added dtor for sub_bitmap 000002411D4C1820, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39716] added dtor for sub_bitmap 000002411D4C1660, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39718] added dtor for sub_bitmap 000002411D4C19E0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39719] added dtor for sub_bitmap 000002411D4C1BA0, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39720] added dtor for sub_bitmap 000002411D4C1D60, func 00007FFD15C21F78
dtor     D               dtor.c:196  _al_register_destructor          [   3.39722] added dtor for sub_bitmap 000002411D4C22A0, func 00007FFD15C21F78
